"REF_DATE","GEO","DGUID","Coordinate","Population and dwelling counts (13): Population, 2021 [1]","Symbols","Population and dwelling counts (13): Population, 2016 [2]","Symbols","Population and dwelling counts (13): Population percentage change, 2016 to 2021 [3]","Symbols","Population and dwelling counts (13): Total private dwellings, 2021 [4]","Symbols","Population and dwelling counts (13): Total private dwellings, 2016 [5]","Symbols","Population and dwelling counts (13): Total private dwellings percentage change, 2016 to 2021 [6]","Symbols","Population and dwelling counts (13): Private dwellings occupied by usual residents, 2021 [7]","Symbols","Population and dwelling counts (13): Private dwellings occupied by usual residents, 2016 [8]","Symbols","Population and dwelling counts (13): Private dwellings occupied by usual residents percentage change, 2016 to 2021 [9]","Symbols","Population and dwelling counts (13): Land area in square kilometres, 2021 [10]","Symbols","Population and dwelling counts (13): Population density per square kilometre, 2021 [11]","Symbols","Population and dwelling counts (13): National population rank, 2021 [12]","Symbols","Population and dwelling counts (13): Province/territory population rank, 2021 [13]","Symbols"
"2021","Abbotsford - Mission","2021S0503932","1","195726",,"180518",,"8.4",,"70648",,"65967",,"7.1",,"67613",,"62631",,"8.0",,"606.72",,"322.6",,"23",,"4",
"2021","Abbotsford","2021A00055909052","2","153524",,"141397",,"8.6",,"55659",,"51770",,"7.5",,"53234",,"49040",,"8.6",,"375.33",,"409.0",,"32",,"5",
"2021","Langley 2","2021A00055909856","3","332",,"279","r","19.0",,"168",,"140","r","20.0",,"166",,"138","r","20.3",,"0.48",,"691.8",,"3411",,"358",
"2021","Matsqui Main 2","2021A00055909878","4","119",,"110",,"8.2",,"41",,"32",,"28.1",,"41",,"32",,"28.1",,"1.36",,"87.6",,"4177",,"445",
"2021","Mission","2021A00055909056","5","41519",,"38554","r","7.7",,"14701",,"13961","r","5.3",,"14098",,"13362","r","5.5",,"226.98",,"182.9",,"126",,"24",
"2021","Upper Sumas 6","2021A00055909877","6","232",,"178",,"30.3",,"79",,"64",,"23.4",,"74",,"59",,"25.4",,"2.56",,"90.5",,"3741",,"393",
"2021","Alma","2021S0504410","7","30331",,"30771","r","-1.4",,"14493",,"14310","r","1.3",,"13815",,"13652","r","1.2",,"194.92",,"155.6",,"89",,"19",
"2021","Alma","2021A00052493042","8","30331",,"30771","r","-1.4",,"14493",,"14310","r","1.3",,"13815",,"13652","r","1.2",,"194.92",,"155.6",,"156",,"37",
"2021","Amos","2021S0504481","9","18873",,"18872","r","0.0",,"8762",,"8488","r","3.2",,"8248",,"7974","r","3.4",,"2298.16",,"8.2",,"117",,"25",
"2021","Amos","2021A00052488055","10","12675",,"12823",,"-1.2",,"6051",,"5910",,"2.4",,"5760",,"5628",,"2.3",,"429.04",,"29.5",,"341",,"90",
"2021","Berry","2021A00052488070","11","535",,"538",,"-0.6",,"283",,"264",,"7.2",,"232",,"215",,"7.9",,"575.07",,"0.9",,"2859",,"901",
"2021","Pikogan","2021A00052488802","12","540",,"538",,"0.4",,"165",,"160",,"3.1",,"158",,"159",,"-0.6",,"1.00",,"537.4",,"2848",,"898",
"2021","Saint-Dominique-du-Rosaire","2021A00052488065","13","434",,"450",,"-3.6",,"205",,"197",,"4.1",,"193",,"185",,"4.3",,"479.89",,"0.9",,"3093",,"971",
"2021","Saint-Félix-de-Dalquier","2021A00052488060","14","1026",,"940",,"9.1",,"414",,"397",,"4.3",,"405",,"374",,"8.3",,"113.15",,"9.1",,"2082",,"653",
"2021","Saint-Marc-de-Figuery","2021A00052488040","15","868",,"834",,"4.1",,"386",,"356",,"8.4",,"352",,"323",,"9.0",,"80.79",,"10.7",,"2283",,"722",
"2021","Saint-Mathieu-d'Harricana","2021A00052488050","16","770",,"739",,"4.2",,"349",,"332",,"5.1",,"318",,"299",,"6.4",,"105.86",,"7.3",,"2410",,"773",
"2021","Sainte-Gertrude-Manneville","2021A00052488085","17","793",,"787",,"0.8",,"325",,"314",,"3.5",,"311",,"305",,"2.0",,"316.46",,"2.5",,"2378",,"757",
"2021","Trécesson","2021A00052488075","18","1232",,"1223",,"0.7",,"584",,"558",,"4.7",,"519",,"486",,"6.8",,"196.89",,"6.3",,"1867",,"572",
"2021","Baie-Comeau","2021S0504406","19","26643",,"27692",,"-3.8",,"13252",,"13146",,"0.8",,"12358",,"12366",,"-0.1",,"682.89",,"39.0",,"99",,"23",
"2021","Baie-Comeau","2021A00052496020","20","20687",,"21536",,"-3.9",,"10163",,"10190",,"-0.3",,"9554",,"9637",,"-0.9",,"334.83",,"61.8",,"218",,"56",
"2021","Chute-aux-Outardes","2021A00052496035","21","1391",,"1563",,"-11.0",,"731",,"735",,"-0.5",,"693",,"694",,"-0.1",,"7.51",,"185.3",,"1747",,"530",
"2021","Pointe-Lebel","2021A00052496025","22","1817",,"1918",,"-5.3",,"935",,"949",,"-1.5",,"857",,"861",,"-0.5",,"85.54",,"21.2",,"1463",,"430",
"2021","Pointe-aux-Outardes","2021A00052496030","23","1434",,"1332",,"7.7",,"710",,"641",,"10.8",,"641",,"578",,"10.9",,"75.19",,"19.1",,"1709",,"519",
"2021","Ragueneau","2021A00052496040","24","1314",,"1343",,"-2.2",,"713",,"631",,"13.0",,"613",,"596",,"2.9",,"179.83",,"7.3",,"1801",,"557",
"2021","Barrie","2021S0503568","25","212856",,"197059",,"8.0",,"82649",,"76336",,"8.3",,"78540",,"72534",,"8.3",,"897.26",,"237.2",,"21",,"9",
"2021","Barrie","2021A00053543042","26","147829",,"141434",,"4.5",,"57276",,"54227",,"5.6",,"55316",,"52476",,"5.4",,"99.01",,"1493.1",,"35",,"16",
"2021","Innisfil","2021A00053543017","27","43326",,"36566",,"18.5",,"17528",,"14875",,"17.8",,"15708",,"13364",,"17.5",,"262.39",,"165.1",,"119",,"50",
"2021","Springwater","2021A00053543009","28","21701",,"19059",,"13.9",,"7845",,"7234",,"8.4",,"7516",,"6694",,"12.3",,"535.85",,"40.5",,"206",,"80",
"2021","Bathurst","2021S0504328","29","31387",,"31110",,"0.9",,"15658",,"15385",,"1.8",,"14396",,"13970",,"3.0",,"2100.05",,"14.9",,"85",,"4",
"2021","Bathurst","2021A00051315008","30","4761",,"4797",,"-0.8",,"2293",,"2292",,"0.0",,"2103",,"2056",,"2.3",,"1502.74",,"3.2",,"764",,"30",
"2021","Bathurst","2021A00051315011","31","12157",,"11897",,"2.2",,"6445",,"6317",,"2.0",,"5824",,"5615",,"3.7",,"91.62",,"132.7",,"355",,"10",
"2021","Beresford","2021A00051315012","32","6226",,"6248",,"-0.4",,"2785",,"2780",,"0.2",,"2672",,"2639",,"1.3",,"455.61",,"13.7",,"629",,"18",
"2021","Beresford","2021A00051315015","33","4294",,"4288",,"0.1",,"2225",,"2150",,"3.5",,"2013",,"1938",,"3.9",,"19.24",,"223.2",,"816",,"36",
"2021","Nigadoo","2021A00051315037","34","997",,"963",,"3.5",,"450",,"437",,"3.0",,"436",,"407",,"7.1",,"7.65",,"130.4",,"2112",,"151",
"2021","Pabineau 11","2021A00051315010","35","133",,"134",,"-0.7",,"64",,"62",,"3.2",,"58",,"56",,"3.6",,"4.92",,"27.0",,"4125",,"254",
"2021","Petit-Rocher","2021A00051315014","36","1954",,"1897",,"3.0",,"963",,"896",,"7.5",,"890",,"851",,"4.6",,"4.52",,"432.2",,"1405",,"80",
"2021","Pointe-Verte","2021A00051315013","37","865",,"886",,"-2.4",,"433",,"451",,"-4.0",,"400",,"408",,"-2.0",,"13.76",,"62.9",,"2288",,"173",
"2021","Belleville - Quinte West","2021S0503522","38","111184",,"103401","r","7.5",,"48274",,"45023","r","7.2",,"46213",,"42979","r","7.5",,"1337.50",,"83.1",,"38",,"16",
"2021","Belleville","2021A00053512005","39","55071",,"50716",,"8.6",,"24582",,"22744",,"8.1",,"23536",,"21732",,"8.3",,"247.15",,"222.8",,"99",,"41",
"2021","Quinte West","2021A00053512015","40","46560",,"43577",,"6.8",,"19888",,"18646",,"6.7",,"19056",,"17828",,"6.9",,"495.45",,"94.0",,"114",,"48",
"2021","Stirling-Rawdon","2021A00053512020","41","5015",,"4882",,"2.7",,"2074",,"2029",,"2.2",,"1971",,"1896",,"4.0",,"282.48",,"17.8",,"735",,"231",
"2021","Tyendinaga","2021A00053512001","42","4538",,"4226","r","7.4",,"1730",,"1604","r","7.9",,"1650",,"1523","r","8.3",,"312.42",,"14.5",,"786",,"238",
"2021","Brandon","2021S0504610","43","54268",,"51807","r","4.8",,"23674",,"22639","r","4.6",,"22283",,"21351","r","4.4",,"1232.81",,"44.0",,"59",,"2",
"2021","Brandon","2021A00054607062","44","51313",,"48883","r","5.0",,"22526",,"21493","r","4.8",,"21203",,"20277","r","4.6",,"79.04",,"649.2",,"101",,"2",
"2021","Elton","2021A00054607071","45","1276",,"1273","r","0.2",,"503",,"491","r","2.4",,"468",,"454","r","3.1",,"576.14",,"2.2",,"1833",,"126",
"2021","Waywayseecappo Highway 10","2021A00054607072","46","0",,"0","r",,"...","0",,"1","r","-100.0",,"0",,"1","r","-100.0",,"0.04",,"0.0",,"4831",,"222",
"2021","Whitehead","2021A00054607057","47","1679",,"1651","r","1.7",,"645",,"654","r","-1.4",,"612",,"619","r","-1.1",,"577.60",,"2.9",,"1550",,"95",
"2021","Brantford","2021S0503543","48","144162",,"134203",,"7.4",,"58047",,"54419",,"6.7",,"56003",,"52530",,"6.6",,"1074.00",,"134.2",,"30",,"13",
"2021","Brant","2021A00053529005","49","39474",,"35640","r","10.8",,"14778",,"13288","r","11.2",,"14330",,"12925","r","10.9",,"817.66",,"48.3",,"130",,"55",
"2021","Brantford","2021A00053529006","50","104688",,"98563","r","6.2",,"43269",,"41131","r","5.2",,"41673",,"39605","r","5.2",,"98.65",,"1061.2",,"53",,"26",
"2021","Six Nations (Part) 40","2021A00053529020","51",,"..",,"..",,"..",,"..",,"..",,"..",,"..",,"..",,"..","157.70",,,"..",,"..",,".."
"2021","Brockville","2021S0504512","52","31661",,"31200","r","1.5",,"15117",,"14814","r","2.0",,"14438",,"14003","r","3.1",,"576.87",,"54.9",,"84",,"29",
"2021","Brockville","2021A00053507015","53","22116",,"21569","r","2.5",,"11088",,"10826","r","2.4",,"10647",,"10266","r","3.7",,"20.91",,"1057.8",,"204",,"79",
"2021","Elizabethtown-Kitley","2021A00053507014","54","9545",,"9631","r","-0.9",,"4029",,"3988","r","1.0",,"3791",,"3737","r","1.4",,"555.96",,"17.2",,"444",,"157",
"2021","Brooks","2021S0504806","55","14924",,"14451","r","3.3",,"5489",,"5412","r","1.4",,"5140",,"5046","r","1.9",,"18.21",,"819.8",,"134",,"13",
"2021","Brooks","2021A00054802034","56","14924",,"14451",,"3.3",,"5489",,"5412",,"1.4",,"5140",,"5046",,"1.9",,"18.21",,"819.8",,"291",,"30",
"2021","Calgary","2021S0503825","57","1481806",,"1392609",,"6.4",,"594513",,"544870",,"9.1",,"563440",,"519693",,"8.4",,"5098.68",,"290.6",,"5",,"1",
"2021","Airdrie","2021A00054806021","58","74100",,"61581",,"20.3",,"27037",,"22398",,"20.7",,"26298",,"21661",,"21.4",,"84.39",,"878.1",,"80",,"6",
